leaf_index,target_section_count,predicted_section_count,section_count_absolute_error,geometry_rms_m,geometry_rms_normalized,position,chord,twist,cst_code,section_count,total,cst_shape_coefficients_mae,cst_trailing_edge_y_mae,cst_n1_n2_mae,leading_edge_xyz_m_mae,chord_m_mae,chord_m_relative_percent_mean,twist_rad_mae
12,6,6,0,0.03348276909259736,0.06696553818519473,0.00996867660433054,0.018146783113479614,0.02760193683207035,0.5555353760719299,1.1920928244535389e-07,0.651127815246582,0.04152866452932358,0.0003878150600939989,0.030418088659644127,0.014298667199909687,0.009324362501502037,4.562870502471924,0.004814510233700275
13,3,3,0,0.06286475690663747,0.17838592042793663,0.03188176453113556,7.488629489671439e-05,0.025851519778370857,0.1464974731206894,1.1920928244535389e-07,0.3318330645561218,0.02009122259914875,0.0007816287688910961,0.012875040993094444,0.022722166031599045,0.000576963066123426,0.32169872522354126,0.004251763224601746
14,3,3,0,0.02056679132321074,0.03733578145807918,0.012047134339809418,0.03133668377995491,0.0068676588125526905,0.2583616077899933,2.3841855067985307e-07,0.3568023443222046,0.025080520659685135,0.001138257677666843,0.01722254976630211,0.00920358020812273,0.010638955049216747,6.695554733276367,0.0023050771560519934
15,3,3,0,0.032427958304379764,0.08218189774726686,0.012168166227638721,0.019451988860964775,0.01930198259651661,0.1577477902173996,-0.0,0.2573425769805908,0.024936949834227562,0.0002506128221284598,0.011150464415550232,0.012425655499100685,0.006966746412217617,4.972954750061035,0.003482050960883498
16,7,7,0,0.024527106363200095,0.04905421272640019,0.006667022127658129,0.009928511455655098,0.023325856775045395,0.5593553781509399,5.960462772236497e-07,0.6259466409683228,0.041435692459344864,0.0009940724121406674,0.022797545418143272,0.010940652340650558,0.008346964605152607,3.581231117248535,0.0036769872531294823
17,2,2,0,0.04168411332571,0.09724613845263556,0.011714124120771885,0.06834045797586441,2.933576615760103e-05,0.1515243500471115,1.1920928244535389e-07,0.2784651219844818,0.01931627094745636,0.001402500318363309,0.007359437644481659,0.013369249179959297,0.01587047427892685,9.38733959197998,0.00016611209139227867
18,8,8,0,0.0537522580057522,0.1075045160115044,0.02408674731850624,0.03344006836414337,0.015680551528930664,0.8160980343818665,-0.0,0.9856523871421814,0.051240336149930954,0.000802526599727571,0.03054165281355381,0.021781792864203453,0.010420870035886765,6.150743007659912,0.0032514207996428013
19,2,2,0,0.0373867143262365,0.17825225898138544,0.012917443178594112,0.0012385010486468673,0.0591871403157711,0.053647641092538834,2.3841855067985307e-07,0.17866121232509613,0.01344149000942707,0.0004181578697171062,0.0036934390664100647,0.017103999853134155,0.002278544008731842,1.3723207712173462,0.007360137067735195
20,6,6,0,0.02978394346758975,0.0595678869351795,0.011234949342906475,0.03132972493767738,0.023709774017333984,0.424785852432251,2.9802276912960224e-06,0.5360090732574463,0.037111952900886536,0.0006315706996247172,0.0157444067299366,0.012573487125337124,0.008978990837931633,5.962084770202637,0.00410540122538805
21,2,2,0,0.027437110278996264,0.10564310656600985,0.008688571862876415,0.03713015466928482,0.0020885146223008633,0.23461972177028656,1.1920928244535389e-07,0.3172816038131714,0.0281654242426157,0.0009809103794395924,0.009956501424312592,0.013805392198264599,0.004990272223949432,6.128464698791504,0.0012700881343334913
22,6,6,0,0.0374161974462181,0.0748323948924362,0.014174076728522778,0.053155284374952316,0.009458497166633606,0.3821413218975067,1.1920928244535389e-07,0.5156258344650269,0.03518824651837349,0.0004455196612980217,0.026754191145300865,0.014664107002317905,0.013213647529482841,7.35418701171875,0.0023592044599354267
23,2,2,0,0.026872438041155928,0.1029085320960022,0.009836174547672272,0.004850085359066725,0.0036180829629302025,0.09464959800243378,2.3841855067985307e-07,0.15229935944080353,0.01774182915687561,0.00021791161270812154,0.01426398754119873,0.011240038089454174,0.004188660532236099,2.1613292694091797,0.0015348130837082863
