leaf_index,target_section_count,predicted_section_count,section_count_absolute_error,geometry_rms_m,geometry_rms_normalized,position,chord,twist,cst_code,section_count,total,cst_shape_coefficients_mae,cst_trailing_edge_y_mae,cst_n1_n2_mae,leading_edge_xyz_m_mae,chord_m_mae,chord_m_relative_percent_mean,twist_rad_mae
90,2,2,0,0.014637864525220184,0.029275729050440367,0.0020057763904333115,0.0007295762188732624,0.02452969178557396,0.07808613032102585,-0.0,0.11337427794933319,0.014512910507619381,0.0006208251579664648,0.013489805161952972,0.006309749558568001,0.002391122281551361,0.82688307762146,0.004738768562674522
91,7,7,0,0.05045239231955512,0.08364690534496647,0.03034248948097229,0.082910917699337,0.00918923132121563,0.9730878472328186,4.291525328881107e-06,1.2169133424758911,0.047931622713804245,0.002029787516221404,0.03437523916363716,0.0208608228713274,0.014640884473919868,10.928465843200684,0.0024895090609788895
92,3,3,0,0.012817434108975415,0.04079168262210862,0.004881296772509813,0.020465776324272156,0.014636091887950897,0.11428490281105042,4.768370445162873e-07,0.173794686794281,0.02056300640106201,0.00023870983568485826,0.011162112466990948,0.005579743534326553,0.00919563602656126,5.581488609313965,0.0029163709841668606
93,3,3,0,0.02124534393308938,0.04249068786617876,0.004698710981756449,0.03199778124690056,0.01517582219094038,0.1738651990890503,1.1920928244535389e-07,0.24453270435333252,0.023241830989718437,0.0007424314972013235,0.013203904032707214,0.009157870896160603,0.00785817764699459,6.6168718338012695,0.003319279756397009
94,5,5,0,0.025974411722512226,0.05194882344502445,0.012090204283595085,0.03587346524000168,0.005245299078524113,0.425936758518219,3.576278118089249e-07,0.5275076031684875,0.037443675100803375,0.0007263432489708066,0.01728246547281742,0.011494542472064495,0.01722281612455845,7.0655059814453125,0.0017278656596317887
95,2,2,0,0.03668623574496448,0.11585069436779188,0.019866587594151497,0.01643449254333973,0.008611093275249004,0.09296146780252457,4.768370445162873e-07,0.21734142303466797,0.017243552953004837,0.00036590860690921545,0.011204749345779419,0.01788325235247612,0.003814738243818283,4.105037689208984,0.002764817327260971
96,8,8,0,0.03334357976555681,0.06668715953111362,0.012477592565119267,0.012101438827812672,0.005564558319747448,0.41296082735061646,-0.0,0.49301478266716003,0.03487473726272583,0.0009390968480147421,0.021382242441177368,0.014164324849843979,0.007667254656553268,4.190353870391846,0.0018304713303223252
97,2,2,0,0.029463356931965112,0.0842862781522946,0.00813685730099678,0.01419196929782629,0.015385725535452366,0.12695133686065674,4.768370445162873e-07,0.1972147524356842,0.017887381836771965,0.0006142229540273547,0.012329980731010437,0.011204767040908337,0.008395671844482422,4.662768840789795,0.0036214524880051613
98,3,3,0,0.03336930683392408,0.05980607336024089,0.010115263983607292,0.014608274213969707,0.006238624919205904,0.1704818606376648,-0.0,0.241905078291893,0.02501506730914116,0.00059424655046314,0.009947827085852623,0.012674875557422638,0.010757049545645714,3.882387638092041,0.0016807045321911573
99,4,4,0,0.01262680287709183,0.022288058835762126,0.00506993755698204,0.016330193728208542,0.020096521824598312,0.43353554606437683,2.7418097943154862e-06,0.4953201711177826,0.03487209603190422,0.0007068184204399586,0.025687072426080704,0.007409661076962948,0.010111451148986816,5.029899597167969,0.003970116376876831
100,8,8,0,0.02507250265934601,0.05014500531869202,0.010354743339121342,0.003788445144891739,0.014777380973100662,0.7131922245025635,1.7881377516459906e-06,0.7835371494293213,0.047733355313539505,0.000847885268740356,0.02573556639254093,0.011608175002038479,0.003722524270415306,2.0023386478424072,0.0030787657015025616
101,4,4,0,0.020538949784698078,0.041077899569396156,0.004665108863264322,0.0014094661455601454,0.017000388354063034,0.1527693271636963,-0.0,0.1945047229528427,0.021198732778429985,0.0003505211789160967,0.012687232345342636,0.008610752411186695,0.0021875258535146713,1.287954330444336,0.003668310819193721
102,4,4,0,0.03195585031448514,0.08994853411517267,0.012149373069405556,0.00870133750140667,0.0033390126191079617,0.35504990816116333,1.0728830375228426e-06,0.42784035205841064,0.030707186087965965,0.0012484812177717686,0.023470647633075714,0.011837761849164963,0.005975827574729919,2.8950490951538086,0.0014380638021975756
103,2,2,0,0.017186375315743588,0.034372750631487176,0.002822963986545801,0.018151039257645607,0.002514726249501109,0.10670780390501022,2.3841855067985307e-07,0.14148910343647003,0.018629131838679314,0.00045530666830018163,0.012599796056747437,0.006013542413711548,0.009195245802402496,5.327418327331543,0.0012955931015312672
104,5,5,0,0.027329280871468166,0.05465856174293633,0.0063703060150146484,0.005951498635113239,0.02429034933447838,0.3233821392059326,-0.0,0.3854755163192749,0.03148973360657692,0.0005730334669351578,0.0176952313631773,0.011403853073716164,0.006183558609336615,2.6171648502349854,0.003409813391044736
105,2,2,0,0.03384560030731252,0.09574056114161907,0.017801450565457344,0.0068871695548295975,0.008871445432305336,0.15858203172683716,1.1920928244535389e-07,0.263348251581192,0.021070724353194237,0.0005526334280148149,0.009420923888683319,0.014034014195203781,0.005982033908367157,2.7892162799835205,0.002894507721066475
106,6,6,0,0.029810267978921296,0.05962053595784259,0.00830827560275793,0.006636872887611389,0.03211560845375061,0.26839640736579895,5.960462772236497e-07,0.34869205951690674,0.02801877073943615,0.000398448872147128,0.014946314506232738,0.012006287463009357,0.008176441304385662,3.0300052165985107,0.004142323508858681
107,2,2,0,0.018801592135063827,0.03339566705807874,0.003995566163212061,0.015985848382115364,0.007582954131066799,0.11276442557573318,1.1920928244535389e-07,0.15631142258644104,0.01707286946475506,0.0004823395283892751,0.002834595739841461,0.0059389411471784115,0.010534368455410004,4.522274971008301,0.0026585720479488373
108,8,8,0,0.018371326281851952,0.036742652563703904,0.004722038749605417,0.031289245933294296,0.007071741856634617,0.4515107274055481,2.3841855067985307e-07,0.5134826302528381,0.03807912766933441,0.0002749356790445745,0.028384646400809288,0.007520492188632488,0.009250390343368053,6.321414947509766,0.0022052573040127754
109,4,4,0,0.04488028089475058,0.08976056178950116,0.016607871279120445,0.009924989193677902,0.019296059384942055,0.16548427939414978,-0.0,0.27774468064308167,0.023039599880576134,0.0005416571511887014,0.00849982351064682,0.017394840717315674,0.004447486251592636,2.5432612895965576,0.0035508396103978157
110,2,2,0,0.013149491391183252,0.024267179835173222,0.0034510022960603237,0.01565800979733467,0.012499051168560982,0.18223851919174194,4.768370445162873e-07,0.22765201330184937,0.021776458248496056,0.0005598817951977253,0.012000121176242828,0.007197422906756401,0.009013012051582336,4.810142993927002,0.0034364527091383934
111,5,5,0,0.02951242818283397,0.05902485636566794,0.012246658094227314,0.011741271242499352,0.0365169420838356,0.3766701817512512,5.960462772236497e-07,0.486163467168808,0.0348135344684124,0.0011183858150616288,0.02049829438328743,0.013735695742070675,0.004284711088985205,3.631274461746216,0.004386906046420336
112,8,8,0,0.02305666493698119,0.04611332987396238,0.007672486361116171,0.024410240352153778,0.009064577519893646,0.6585046648979187,2.3841855067985307e-07,0.7303426265716553,0.04092269763350487,0.0011582490988075733,0.02372727543115616,0.010480908676981926,0.008430629968643188,5.473169326782227,0.002317091915756464
113,8,8,0,0.016974695065255944,0.03394939013051189,0.0046859546564519405,0.018935345113277435,0.023150501772761345,1.2321453094482422,9.536738616588991e-07,1.2976638078689575,0.05594144016504288,0.0011228660587221384,0.037470489740371704,0.007381490897387266,0.0063845012336969376,4.735507965087891,0.00433322973549366
114,8,8,0,0.041598389999318974,0.06981327648085753,0.014254153706133366,0.030551128089427948,0.021603919565677643,0.585925817489624,-0.0,0.709351658821106,0.04576200991868973,0.0005446255090646446,0.022081322968006134,0.016196895390748978,0.013949332758784294,5.893311977386475,0.0040710968896746635
115,2,2,0,0.032286059105696624,0.06162340684409347,0.007580820471048355,0.0025667985901236534,0.0037620614748448133,0.08029289543628693,-0.0,0.12452585995197296,0.014865768142044544,0.0003414343227632344,0.017694681882858276,0.012008017860352993,0.004349209368228912,1.7671332359313965,0.0018424922600388527
116,4,4,0,0.03437487928327659,0.08640430435971083,0.012196971103549004,0.03149581700563431,0.023443015292286873,0.2654551565647125,3.576278118089249e-07,0.3813799023628235,0.027074238285422325,0.0010239628609269857,0.012717604637145996,0.015308870002627373,0.010044977068901062,6.8657660484313965,0.0037469351664185524
117,8,8,0,0.020642780208333412,0.041285560416666825,0.009211845695972443,0.09396672993898392,0.012376164086163044,0.6273939609527588,3.576278118089249e-07,0.7797971367835999,0.042417969554662704,0.0009425808675587177,0.026087302714586258,0.009158050641417503,0.010626046918332577,10.00899887084961,0.00321546895429492
118,4,4,0,0.03970375306083172,0.14856564022519442,0.013349784538149834,0.019288647919893265,0.04001053422689438,0.20630009472370148,-0.0,0.3323482275009155,0.023540794849395752,0.0006076840218156576,0.011589579284191132,0.01648610830307007,0.0072396062314510345,4.748239517211914,0.005639879964292049
119,7,7,0,0.02751299637104051,0.05239763660495488,0.007342919707298279,0.006260453257709742,0.008282271213829517,0.46512603759765625,5.960462772236497e-07,0.5163851380348206,0.03222160041332245,0.001235711039043963,0.03053678199648857,0.011059976182878017,0.005439611617475748,2.771904468536377,0.0023902682587504387
120,4,4,0,0.03527404266382338,0.12037276345880164,0.018828531727194786,0.014035642147064209,0.008922429755330086,0.5336637496948242,1.6689286894688848e-06,0.6507694721221924,0.04037722572684288,0.00029609730700030923,0.03505919128656387,0.01564783975481987,0.004378557205200195,3.6356749534606934,0.0018854462541639805
121,4,4,0,0.01956932628731066,0.03913865257462132,0.0021240825299173594,0.035892799496650696,0.0035872776061296463,0.1617562174797058,-0.0,0.21185670793056488,0.020161209627985954,0.0008010946912690997,0.013375241309404373,0.006089718546718359,0.012869711965322495,5.825621128082275,0.00157097727060318
