leaf_index,target_section_count,predicted_section_count,section_count_absolute_error,geometry_rms_m,geometry_rms_normalized,position,chord,twist,cst_code,section_count,total,cst_shape_coefficients_mae,cst_trailing_edge_y_mae,cst_n1_n2_mae,leading_edge_xyz_m_mae,chord_m_mae,chord_m_relative_percent_mean,twist_rad_mae
61,3,3,0,0.0484617722823932,0.0969235445647864,0.011998981237411499,0.012392955832183361,0.0033166510984301567,0.19006018340587616,-0.0,0.26576468348503113,0.022010602056980133,0.0007435490260832012,0.01570500060915947,0.016897052526474,0.011860519647598267,4.338967323303223,0.0013582378160208464
62,3,3,0,0.02584906273096099,0.04168797214664188,0.012915771454572678,0.004177082795649767,0.008699766360223293,0.1395539492368698,-0.0,0.21700966358184814,0.02064649388194084,0.0003298607189208269,0.013572415336966515,0.013812785036861897,0.005925863981246948,2.3630852699279785,0.002614659024402499
63,2,2,0,0.010510151670089379,0.0269851134287949,0.00806939136236906,0.05610038712620735,0.013925695791840553,0.13574936985969543,2.3841855067985307e-07,0.24612313508987427,0.01800609938800335,0.0011933587957173586,0.016125455498695374,0.007307346910238266,0.01538211852312088,8.502266883850098,0.0032197991386055946
64,8,8,0,0.02342617078453966,0.04685234156907932,0.004723201040178537,0.023754477500915527,0.014320623129606247,0.5713136196136475,1.1920922133867862e-06,0.6330083012580872,0.04350516200065613,0.001027540536597371,0.021897630766034126,0.008806286379694939,0.009451985359191895,5.12547492980957,0.0028659573290497065
65,6,6,0,0.032514775730066996,0.06502955146013399,0.008783611468970776,0.017261164262890816,0.012730374932289124,0.2963908612728119,-0.0,0.3703004717826843,0.027754157781600952,0.001309349900111556,0.016409050673246384,0.012775667943060398,0.011310858651995659,4.5754194259643555,0.002955157309770584
66,4,4,0,0.026614738178644588,0.07165751487535765,0.006698265206068754,0.044485390186309814,0.03513645380735397,0.4681329131126404,-0.0,0.5812460780143738,0.03873802348971367,0.0005957834073342383,0.01611298695206642,0.01023972686380148,0.007356071844696999,7.546998977661133,0.00520117674022913
67,5,5,0,0.021189606934048418,0.042379213868096836,0.005425629206001759,0.022633617743849754,0.014709067530930042,0.30729082226753235,5.006777428206988e-06,0.37177667021751404,0.03167395666241646,0.0007929900893941522,0.024933574721217155,0.009934982284903526,0.005930939223617315,5.812057971954346,0.003093110164627433
68,2,2,0,0.01851247006064405,0.033779070184334285,0.009383476339280605,0.0010528340935707092,0.002129962667822838,0.07163555920124054,-0.0,0.12173573672771454,0.016396211460232735,0.0001830646797316149,0.00605812668800354,0.009645819664001465,0.004056200385093689,1.2943209409713745,0.0013812780380249023
69,8,8,0,0.020828279803244972,0.041656559606489944,0.006673677824437618,0.02001415379345417,0.015781695023179054,0.41612857580184937,1.1920928244535389e-07,0.4852931797504425,0.03570590540766716,0.0008179701399058104,0.023835258558392525,0.009159859269857407,0.0035977279767394066,2.973839282989502,0.0034350077621638775
70,8,8,0,0.02504054426990037,0.05008108853980074,0.015712831169366837,0.02111155539751053,0.017385264858603477,0.5651439428329468,-0.0,0.6822049021720886,0.03941814601421356,0.00114067317917943,0.033484820276498795,0.011527994647622108,0.011175812222063541,5.493264675140381,0.0027934126555919647
71,7,7,0,0.02227989075842204,0.04455978151684408,0.005024093668907881,0.03701246902346611,0.018839776515960693,0.41001513600349426,1.1920928244535389e-07,0.49098819494247437,0.03524722531437874,0.0010005934163928032,0.021148966625332832,0.007903891615569592,0.011899871751666069,5.326632976531982,0.0032383021898567677
72,8,8,0,0.02592760862969297,0.05185521725938594,0.007374795153737068,0.010556644760072231,0.004948129411786795,0.4384569227695465,5.960462772236497e-07,0.4908374547958374,0.03593122959136963,0.001122557558119297,0.026683202013373375,0.010471314191818237,0.004162464290857315,2.8786866664886475,0.0019074957817792892
73,3,3,0,0.02090104688166444,0.048593927028000396,0.004077740479260683,0.01878857985138893,0.0067910379730165005,0.1420520395040512,-0.0,0.18802036345005035,0.02045896276831627,0.0007516370969824493,0.013711988925933838,0.008833346888422966,0.010982438921928406,4.9261932373046875,0.002331852912902832
74,4,4,0,0.048313058834311765,0.09662611766862353,0.023695047944784164,0.025262732058763504,0.008828886784613132,0.3261983394622803,1.1920928244535389e-07,0.4787655472755432,0.03274454548954964,0.0007950684521347284,0.01759740710258484,0.020166445523500443,0.00802837684750557,6.003721237182617,0.0026670824736356735
75,4,4,0,0.029132665238935183,0.043719678111390964,0.016511626541614532,0.022213950753211975,0.04087942838668823,0.3445284962654114,1.1920928244535389e-07,0.4901803731918335,0.030538147315382957,0.0007077192422002554,0.018478792160749435,0.013504182919859886,0.008948534727096558,4.766149520874023,0.005640457384288311
76,3,3,0,0.024924311766233404,0.04984862353246681,0.0044370172545313835,0.010384716093540192,0.0027231003623455763,0.1257386952638626,-0.0,0.1610316038131714,0.02019035443663597,0.0005240800091996789,0.012444650754332542,0.008188740350306034,0.010218064300715923,3.829008102416992,0.001283036544919014
77,2,2,0,0.014525805589117693,0.029051611178235386,0.0020842424128204584,0.003979623783379793,0.027225999161601067,0.09833838790655136,1.1920928244535389e-07,0.13996557891368866,0.0192065741866827,0.00044015556341037154,0.009087279438972473,0.006496220827102661,0.0025025606155395508,1.768989086151123,0.004581231623888016
78,3,3,0,0.017563742632295334,0.03512748526459067,0.003924762364476919,0.004822391550987959,0.004535410553216934,0.3866366446018219,1.1920928244535389e-07,0.4156186282634735,0.030227117240428925,0.0018012213986366987,0.012388676404953003,0.008606456220149994,0.005516862031072378,2.607809543609619,0.00166221777908504
79,4,4,0,0.03357516015185215,0.06048948448144151,0.012857653200626373,0.008008812554180622,0.03285954147577286,0.23459604382514954,-0.0,0.3397526741027832,0.025117648765444756,0.001090936129912734,0.00922255590558052,0.014960824511945248,0.006634578108787537,2.820600748062134,0.0051931641064584255
80,5,5,0,0.02335447009173408,0.04670894018346816,0.0052101220935583115,0.02378268539905548,0.03596960008144379,0.5245910286903381,1.1920922133867862e-06,0.6103975176811218,0.04035153239965439,0.001153657678514719,0.02199849858880043,0.009645156562328339,0.005074134562164545,5.316098690032959,0.004581635817885399
81,4,4,0,0.01822801551609194,0.03645603103218388,0.004971392918378115,0.07160874456167221,0.03732785955071449,0.33506548404693604,-0.0,0.4688590466976166,0.02991466596722603,0.0015305723063647747,0.017996568232774734,0.007585752755403519,0.011920908465981483,9.185344696044922,0.004848062992095947
82,4,4,0,0.037496180020871156,0.06238807615358295,0.024221450090408325,0.009349917992949486,0.04908481240272522,0.43624454736709595,1.4305104514278355e-06,0.615790843963623,0.03479160740971565,0.0007793604163452983,0.0248175747692585,0.015409368090331554,0.007550865411758423,3.0655465126037598,0.005362073890864849
83,8,8,0,0.036103514483640915,0.07220702896728183,0.013390587642788887,0.03225111961364746,0.043401286005973816,0.5620167255401611,1.0728830375228426e-06,0.7046252489089966,0.04551073908805847,0.0008781823562458158,0.032903581857681274,0.014691314660012722,0.017873521894216537,5.744231224060059,0.005758351646363735
84,7,7,0,0.036939687654897434,0.05593833436302735,0.012043735012412071,0.0209283959120512,0.013180466368794441,0.644505500793457,2.3841855067985307e-07,0.7388337850570679,0.04510409012436867,0.000801122048869729,0.025242334231734276,0.013504019007086754,0.008963849395513535,5.2819671630859375,0.0027159780729562044
85,2,2,0,0.023316062072034655,0.04663212414406931,0.009955957531929016,0.0034144495148211718,0.012147678062319756,0.08000047504901886,-0.0,0.1453423798084259,0.015564791858196259,0.0006904592737555504,0.007693678140640259,0.009026635438203812,0.0037196800112724304,2.1797103881835938,0.0032509248703718185
86,5,5,0,0.02869793385586648,0.05739586771173296,0.011682157404720783,0.020909728482365608,0.02571193501353264,0.49111923575401306,3.2186455882765586e-06,0.5961613655090332,0.03414654731750488,0.001461146166548133,0.01837480068206787,0.012647340074181557,0.005427327938377857,5.111922264099121,0.004037003498524427
87,7,7,0,0.032011460151529135,0.04202347962511233,0.013060242868959904,0.041139449924230576,0.004381980746984482,0.3717817962169647,-0.0,0.482604444026947,0.032397978007793427,0.00036368638393469155,0.021565595641732216,0.015015349723398685,0.013883327133953571,6.73447322845459,0.0014474911149591208
88,3,3,0,0.02446701728526314,0.0873178604739569,0.009386091493070126,0.00798991322517395,0.004545869771391153,0.23993051052093506,1.1920928244535389e-07,0.2993971109390259,0.027226101607084274,0.0008770567364990711,0.016179144382476807,0.01062972005456686,0.005714337341487408,3.126173734664917,0.0017573386430740356
89,5,5,0,0.03209425047160946,0.05399829447456794,0.010547851212322712,0.005516570992767811,0.007054968271404505,0.2275894582271576,1.1920928244535389e-07,0.29290062189102173,0.02486751414835453,0.0006653509917668998,0.019707387313246727,0.011664117686450481,0.00665431609377265,2.5779666900634766,0.0023494211491197348
